id,issue,title,date,link,cover,order,createdAt,updatedAt
news-202401,2024-01,親苑時報 2024年1月號,2024-01-01,https://supr.link/n8L0V,https://drive.google.com/thumbnail?id=1ca8nACq_2hCr0F-dl0Afd_PJcbZoiHKd&sz=w700,30,,
news-202312,2023-12,親苑時報 2023年12月號,2023-12-01,https://supr.link/uGedx,https://drive.google.com/thumbnail?id=1XmlD10ySEuLsXInEtpytpR7CVogXAXsW&sz=w700,31,,
news-202311,2023-11,親苑時報 2023年11月號,2023-11-01,https://supr.link/Iw1qu,https://drive.google.com/thumbnail?id=12KZy-SXa8g32NcQkNACIE_jLs9syREu1&sz=w700,32,,
news-202310,2023-10,親苑時報 2023年10月號,2023-10-01,https://supr.link/HdBrQ,https://drive.google.com/thumbnail?id=1A7upLTan_T7jt4B3rdHiz7n38swzeQOg&sz=w700,33,,
news-202309,2023-09,親苑時報 2023年9月號,2023-09-01,https://supr.link/6TWus,https://drive.google.com/thumbnail?id=1N1_HGeMrKt0weYojBghmEbCQBWVYA68N&sz=w700,34,,
news-202308,2023-08,親苑時報 2023年8月號,2023-08-01,https://supr.link/QXsbQ,https://drive.google.com/thumbnail?id=1HKUUxwrwk2suiw9_v9_D5SQYGJwrCOZb&sz=w700,35,,
news-202307,2023-07,親苑時報 2023年7月號,2023-07-01,https://supr.link/Jira6,https://drive.google.com/thumbnail?id=1biHk6iErnfd-fD4TvoCW3GwTyCC0jcBe&sz=w700,36,,
news-202306,2023-06,親苑時報 2023年6月號,2023-06-01,https://supr.link/ejanA,https://drive.google.com/thumbnail?id=1rxE2iN6_BeozOQre1MV3tGnXWG3OXOsk&sz=w700,37,,
news-202305,2023-05,親苑時報 2023年5月號,2023-05-01,https://supr.link/Sll9s,https://drive.google.com/thumbnail?id=1zh_KkuhqSNMiPsHYOLerVG0os3g-pZvS&sz=w700,38,,
news-202304,2023-04,親苑時報 2023年4月號,2023-04-01,https://supr.link/AOWwv,https://drive.google.com/thumbnail?id=121Wcgb6h9RL4ZnRgelD3YmQja9Q9Cu-6&sz=w700,39,,
news-202303,2023-03,親苑時報 2023年3月號,2023-03-01,https://supr.link/cFyYd,https://drive.google.com/thumbnail?id=1PR7FLSGrwiqmzz4ySgu8W_8k7RgW3Gdw&sz=w700,40,,
news-202302,2023-02,親苑時報 2023年2月號,2023-02-01,https://supr.link/3jThn,https://drive.google.com/thumbnail?id=16XbKJtQgaUqUnj7zmfzq5ezOYEam_Ko3&sz=w700,41,,
news-202301,2023-01,親苑時報 2023年1月號,2023-01-01,https://supr.link/Ecqm0,https://drive.google.com/thumbnail?id=13mgd0AQqLTnzrs8iElNk4ycA5vdJwYgD&sz=w700,42,,
news-202212,2022-12,親苑時報 2022年12月號,2022-12-01,https://supr.link/vtojo,https://drive.google.com/thumbnail?id=1VKJvq4PoKtIqQ1SgNYMQJqj5TTAbRjEd&sz=w700,43,,
news-202211,2022-11,親苑時報 2022年11月號,2022-11-01,https://supr.link/tw5Ie,https://drive.google.com/thumbnail?id=19SqKgCLNPhH3vyIheceAxgGo8ZUOYKYL&sz=w700,44,,
news-202210,2022-10,親苑時報 2022年10月號,2022-10-01,https://supr.link/0PScD,https://drive.google.com/thumbnail?id=1okteHXqxF-TGDjmypucAviVJnfHlrtfo&sz=w700,45,,
news-202209,2022-09,親苑時報 2022年9月號,2022-09-01,https://supr.link/zu92w,https://drive.google.com/thumbnail?id=1i_0GBeYY968o7_2flYQG9BIkiTMEDwuk&sz=w700,46,,
news-202208,2022-08,親苑時報 2022年8月號,2022-08-01,https://supr.link/RXIEw,https://drive.google.com/thumbnail?id=1HKUUxwrwk2suiw9_v9_D5SQYGJwrCOZb&sz=w700,47,,
news-202207,2022-07,親苑時報 2022年7月號,2022-07-01,https://supr.link/ODWwq,https://drive.google.com/thumbnail?id=1pTIeL3h3eoXeDGIQxIKIgHGQbOsVl3Zw&sz=w700,48,,
news-202206,2022-06,親苑時報 2022年6月號,2022-06-01,https://supr.link/wM0S1,https://drive.google.com/thumbnail?id=1fqxt9cWTZU6in1fHryi43gtVjxkLYCoM&sz=w700,49,,
news-202205,2022-05,親苑時報 2022年5月號,2022-05-01,https://supr.link/2MA2A,https://drive.google.com/thumbnail?id=1hkXW7_9T_3qbKgqzYTtRT8Zcj7kRQVBl&sz=w700,50,,
news-202204,2022-04,親苑時報 2022年4月號,2022-04-01,https://supr.link/FZiB2,https://drive.google.com/thumbnail?id=1YllGG2urzTrvR0PcV6uffD2oxWd9UqXH&sz=w700,51,,
news-202203,2022-03,親苑時報 2022年3月號,2022-03-01,https://supr.link/tinsA,https://drive.google.com/thumbnail?id=1iZqZDxosvln8sI00Ts958JBp2YubqrGQ&sz=w700,52,,
news-202202,2022-02,親苑時報 2022年2月號,2022-02-01,https://supr.link/pEx1U,https://drive.google.com/thumbnail?id=1oRxqP_Xh5PTxiVdZiNnATOrWHfexsusM&sz=w700,53,,
news-202201,2022-01,親苑時報 2022年1月號,2022-01-01,https://supr.link/220n3,https://drive.google.com/thumbnail?id=1ubnIMsw0L8zUF_PsgdffQ-7y8e31jmW-&sz=w700,54,,
news-202112,2021-12,親苑時報 2021年12月號,2021-12-01,https://supr.link/RbnfH,https://drive.google.com/thumbnail?id=1vD5Kn8FOnhDMOX0WvUS6ZVpE1VElF4Pi&sz=w700,55,,
news-202111,2021-11,親苑時報 2021年11月號,2021-11-01,https://supr.link/95EKo,https://drive.google.com/thumbnail?id=1i8ADbgC0R10cvdcgznrP-bQRQBpCFhmP&sz=w700,56,,
news-202110,2021-10,親苑時報 2021年10月號,2021-10-01,https://supr.link/ZWjoZ,https://drive.google.com/thumbnail?id=1hGcGeNEzXoDlDQBJBPGdmueIVnFiT3d5&sz=w700,57,,
news-202109,2021-09,親苑時報 2021年9月號,2021-09-01,https://supr.link/3XplT,https://drive.google.com/thumbnail?id=1K1eY-rf2mGaNd3kkMbwu0QUjT7AgaHEe&sz=w700,58,,
news-202108,2021-08,親苑時報 2021年8月號,2021-08-01,https://supr.link/F5vC3,https://drive.google.com/thumbnail?id=1WRvGxayqVaLNQkxJvDhdx2GOllFBxhnR&sz=w700,59,,
news-202107,2021-07,親苑時報 2021年7月號,2021-07-01,https://supr.link/i3q8O,https://drive.google.com/thumbnail?id=1r8UuXf6jvTJei2CMSA8Uumyffji3BHJM&sz=w700,60,,
news-202106,2021-06,親苑時報 2021年6月號,2021-06-01,https://supr.link/GSuZ4,https://drive.google.com/thumbnail?id=11lEg89S7EAREpDzrMc-FVuNLuC534TW7&sz=w700,61,,
news-202105,2021-05,親苑時報 2021年5月號,2021-05-01,https://supr.link/xTseQ,https://drive.google.com/thumbnail?id=1LqT00RE9Uvl4JmIzB654uN6Frj3q71Ey&sz=w700,62,,
news-202104,2021-04,親苑時報 2021年4月號,2021-04-01,https://supr.link/PpHnd,https://drive.google.com/thumbnail?id=18jvzmlVA6G92AtjSFHgulYjqn6GkerUj&sz=w700,63,,
news-202103,2021-03,親苑時報 2021年3月號,2021-03-01,https://supr.link/o37FG,https://drive.google.com/thumbnail?id=1qZCSuxcXEbBohwbwHu0NsbpPTmnu2dvv&sz=w700,64,,
news-202102,2021-02,親苑時報 2021年2月號,2021-02-01,https://supr.link/ldmxJ,https://drive.google.com/thumbnail?id=1L5ovQ8aLjiQbf3JrlMNB-gXzxVv27Bsf&sz=w700,65,,
news-202101,2021-01,親苑時報 2021年1月號,2021-01-01,https://supr.link/YVoCa,https://drive.google.com/thumbnail?id=1YBAh1nTExtWbW0adAzZ0y_vz26Cn3swJ&sz=w700,66,,
news-202012,2020-12,親苑時報 2020年12月號,2020-12-01,https://drive.google.com/file/d/1PwosxhePHAQWWZjaWTc0WpLw_ypmMvAs/view,https://drive.google.com/thumbnail?id=1PwosxhePHAQWWZjaWTc0WpLw_ypmMvAs&sz=w700,67,,
news-202011,2020-11,親苑時報 2020年11月號,2020-11-01,https://drive.google.com/file/d/1hhFV2GSQqHeC9dlc68eGpK9IRcZdnau-/view,https://drive.google.com/thumbnail?id=1hhFV2GSQqHeC9dlc68eGpK9IRcZdnau-&sz=w700,68,,
news-202010,2020-10,親苑時報 2020年10月號,2020-10-01,https://drive.google.com/file/d/1oDQ32ogJy0rXyy9WHwTVscfYr6mJy2JM/view,https://drive.google.com/thumbnail?id=1oDQ32ogJy0rXyy9WHwTVscfYr6mJy2JM&sz=w700,69,,
news-202009,2020-09,親苑時報 2020年9月號,2020-09-01,https://drive.google.com/file/d/1fjhaUF_97okvVTMrZTUv5ccAzk5bh-cT/view,https://drive.google.com/thumbnail?id=1fjhaUF_97okvVTMrZTUv5ccAzk5bh-cT&sz=w700,70,,
news-202008,2020-08,親苑時報 2020年8月號,2020-08-01,https://drive.google.com/file/d/1K6z03Talz9IGXysCvot-qc9n2bYOiN8i/view,https://drive.google.com/thumbnail?id=1K6z03Talz9IGXysCvot-qc9n2bYOiN8i&sz=w700,71,,
news-202007,2020-07,親苑時報 2020年7月號,2020-07-01,https://drive.google.com/file/d/1Z7mpKC-YwoORP5yd8vNMdvg1K_xlHlVH/view,https://drive.google.com/thumbnail?id=1Z7mpKC-YwoORP5yd8vNMdvg1K_xlHlVH&sz=w700,72,,
news-202006,2020-06,親苑時報 2020年6月號,2020-06-01,https://drive.google.com/file/d/1ls_NhA8sUEvM6VXd1btU3493wsIWMClz/view,https://drive.google.com/thumbnail?id=1ls_NhA8sUEvM6VXd1btU3493wsIWMClz&sz=w700,73,,
news-202005,2020-05,親苑時報 2020年5月號,2020-05-01,https://drive.google.com/file/d/1GtD972FFnet3-NhjPHgvxhCAH3t68G56/view,https://drive.google.com/thumbnail?id=1GtD972FFnet3-NhjPHgvxhCAH3t68G56&sz=w700,74,,
news-202004,2020-04,親苑時報 2020年4月號,2020-04-01,https://drive.google.com/file/d/1Txge5NoO2-YXhywRw5NTrZLJipt3fYlt/view,https://drive.google.com/thumbnail?id=1Txge5NoO2-YXhywRw5NTrZLJipt3fYlt&sz=w700,75,,
news-202003,2020-03,親苑時報 2020年3月號,2020-03-01,https://drive.google.com/file/d/1gupi-vZpzwYf_qGcPFt3gVf5vqiHhU2K/view,https://drive.google.com/thumbnail?id=1gupi-vZpzwYf_qGcPFt3gVf5vqiHhU2K&sz=w700,76,,
news-202002,2020-02,親苑時報 2020年2月號,2020-02-01,https://drive.google.com/file/d/1Gm8h9wPaAyASyOHS8QyG-WnBGn5ayEO2/view,https://drive.google.com/thumbnail?id=1Gm8h9wPaAyASyOHS8QyG-WnBGn5ayEO2&sz=w700,77,,
news-202001,2020-01,親苑時報 2020年1月號,2020-01-01,https://drive.google.com/file/d/1fBEPSLmi6VEPav5Tbcp0PEmuvJ_El4V2/view,https://drive.google.com/thumbnail?id=1fBEPSLmi6VEPav5Tbcp0PEmuvJ_El4V2&sz=w700,78,,
news-201912,2019-12,親苑時報 2019年12月號,2019-12-01,https://drive.google.com/file/d/1juMwvf9m3TAGfcTbZAsU2L_nOLFcuqAa/view,https://drive.google.com/thumbnail?id=1juMwvf9m3TAGfcTbZAsU2L_nOLFcuqAa&sz=w700,79,,
news-201911,2019-11,親苑時報 2019年11月號,2019-11-01,https://drive.google.com/file/d/1hIDirFiSTNLW4W0yfcNAyCJyv5BZMroy/view,https://drive.google.com/thumbnail?id=1hIDirFiSTNLW4W0yfcNAyCJyv5BZMroy&sz=w700,80,,
news-201910,2019-10,親苑時報 2019年10月號,2019-10-01,https://drive.google.com/file/d/1_u7lwWyet8szIeLQx6S6qCtOcdgP0pON/view,https://drive.google.com/thumbnail?id=1_u7lwWyet8szIeLQx6S6qCtOcdgP0pON&sz=w700,81,,
news-201909,2019-09,親苑時報 2019年9月號,2019-09-01,https://drive.google.com/file/d/1Q3-uoFapD3ZMzplVJTzUp19j485xjhYk/view,https://drive.google.com/thumbnail?id=1Q3-uoFapD3ZMzplVJTzUp19j485xjhYk&sz=w700,82,,
news-201908,2019-08,親苑時報 2019年8月號,2019-08-01,https://drive.google.com/file/d/1zbBtSRYF2lVC2RX-97GBYDdhP7_7cqmh/view,https://drive.google.com/thumbnail?id=1zbBtSRYF2lVC2RX-97GBYDdhP7_7cqmh&sz=w700,83,,
news-201907,2019-07,親苑時報 2019年7月號,2019-07-01,https://drive.google.com/file/d/1jm8kCXyLDxVslGFWGSodRAAMFMqj3fAC/view,https://drive.google.com/thumbnail?id=1jm8kCXyLDxVslGFWGSodRAAMFMqj3fAC&sz=w700,84,,
news-201906,2019-06,親苑時報 2019年6月號,2019-06-01,https://drive.google.com/file/d/1QNzjBpJNKNhulLbGUwL64ML2qK9oaJk2/view,https://drive.google.com/thumbnail?id=1QNzjBpJNKNhulLbGUwL64ML2qK9oaJk2&sz=w700,85,,
news-201905,2019-05,親苑時報 2019年5月號,2019-05-01,https://drive.google.com/file/d/1eZw-lSmFMXp6hrcp-wA7wK4kC1F_O7qr/view,https://drive.google.com/thumbnail?id=1eZw-lSmFMXp6hrcp-wA7wK4kC1F_O7qr&sz=w700,86,,
news-201904,2019-04,親苑時報 2019年4月號,2019-04-01,https://drive.google.com/file/d/1qXNAfSbexsgMCmGj9elU2hcGenOTLyWp/view,https://drive.google.com/thumbnail?id=1qXNAfSbexsgMCmGj9elU2hcGenOTLyWp&sz=w700,87,,
news-201903,2019-03,親苑時報 2019年3月號,2019-03-01,https://drive.google.com/file/d/1Lxe0OZicGASkezmAF2rH7QCKfAnOcVrc/view,https://drive.google.com/thumbnail?id=1Lxe0OZicGASkezmAF2rH7QCKfAnOcVrc&sz=w700,88,,
news-201902,2019-02,親苑時報 2019年2月號,2019-02-01,https://drive.google.com/file/d/1Z9dpRJpw-dslL3Oyfk8ESwLWTUyz7z7H/view,https://drive.google.com/thumbnail?id=1Z9dpRJpw-dslL3Oyfk8ESwLWTUyz7z7H&sz=w700,89,,
news-201901,2019-01,親苑時報 2019年1月號,2019-01-01,https://drive.google.com/file/d/1H9ikMMVuNVNDel_MKf1h7goJpj6lZ58U/view,https://drive.google.com/thumbnail?id=1H9ikMMVuNVNDel_MKf1h7goJpj6lZ58U&sz=w700,90,,
news-201812,2018-12,親苑時報 2018年12月號,2018-12-01,https://drive.google.com/file/d/1bledk68aRNuFb7jqo2x2SuDcTjurxKv4/view,https://drive.google.com/thumbnail?id=1bledk68aRNuFb7jqo2x2SuDcTjurxKv4&sz=w700,91,,
news-201811,2018-11,親苑時報 2018年11月號,2018-11-01,https://drive.google.com/file/d/1_e6AGPhGJWLVx744uwc1_awbASbtQ62w/view,https://drive.google.com/thumbnail?id=1_e6AGPhGJWLVx744uwc1_awbASbtQ62w&sz=w700,92,,
news-201810,2018-10,親苑時報 2018年10月號,2018-10-01,https://drive.google.com/file/d/1SOAjtW36Tkp_mLzRkc0MeDdwILJ85STg/view,https://drive.google.com/thumbnail?id=1SOAjtW36Tkp_mLzRkc0MeDdwILJ85STg&sz=w700,93,,
news-201809,2018-09,親苑時報 2018年9月號,2018-09-01,https://drive.google.com/file/d/1bwA3d-sUagbDbNUXLMqYwVgOaykw7-ij/view,https://drive.google.com/thumbnail?id=1bwA3d-sUagbDbNUXLMqYwVgOaykw7-ij&sz=w700,94,,
news-201808,2018-08,親苑時報 2018年8月號,2018-08-01,https://drive.google.com/file/d/1dQGymGysWqVOgoSkuKm-nJNtK1t96Pmr/view,https://drive.google.com/thumbnail?id=1dQGymGysWqVOgoSkuKm-nJNtK1t96Pmr&sz=w700,95,,
news-201807,2018-07,親苑時報 2018年7月號,2018-07-01,https://drive.google.com/file/d/1aTBLvGcs1BZFr_-07figMkPwbJH5r10b/view,https://drive.google.com/thumbnail?id=1aTBLvGcs1BZFr_-07figMkPwbJH5r10b&sz=w700,96,,
news-201806,2018-06,親苑時報 2018年6月號,2018-06-01,https://drive.google.com/file/d/1uAaNP4Mc8_9lJaOpfpNg3x5OJNgmFEsA/view,https://drive.google.com/thumbnail?id=1uAaNP4Mc8_9lJaOpfpNg3x5OJNgmFEsA&sz=w700,97,,
news-201805,2018-05,親苑時報 2018年5月號,2018-05-01,https://drive.google.com/file/d/1N3fYohep7J2zbhPXvwJkiqjQeif7pF0j/view,https://drive.google.com/thumbnail?id=1N3fYohep7J2zbhPXvwJkiqjQeif7pF0j&sz=w700,98,,
news-201804,2018-04,親苑時報 2018年4月號,2018-04-01,https://drive.google.com/file/d/1exCUSyw9584V_H2oHIql-p2rVio5g8f3/view,https://drive.google.com/thumbnail?id=1exCUSyw9584V_H2oHIql-p2rVio5g8f3&sz=w700,99,,
news-201803,2018-03,親苑時報 2018年3月號,2018-03-01,https://drive.google.com/file/d/1PmOv4Un5oiyigJBQMUR5h5dEE2hgN8os/view,https://drive.google.com/thumbnail?id=1PmOv4Un5oiyigJBQMUR5h5dEE2hgN8os&sz=w700,100,,
news-201802,2018-02,親苑時報 2018年2月號,2018-02-01,https://drive.google.com/file/d/1piRQpw8eO8JfOD9V1xU9-I3hciDaKlUj/view,https://drive.google.com/thumbnail?id=1piRQpw8eO8JfOD9V1xU9-I3hciDaKlUj&sz=w700,101,,
news-201801,2018-01,親苑時報 2018年1月號,2018-01-01,https://drive.google.com/file/d/1_FRVM6u8z8QkQExkKEWmvs7KIb_lbcWl/view,https://drive.google.com/thumbnail?id=1_FRVM6u8z8QkQExkKEWmvs7KIb_lbcWl&sz=w700,102,,
news-201712,2017-12,親苑時報 2017年12月號,2017-12-01,https://drive.google.com/file/d/1Wa4CSJA6428yKwx04F0OIcFykLTGZTjN/view,https://drive.google.com/thumbnail?id=1Wa4CSJA6428yKwx04F0OIcFykLTGZTjN&sz=w700,103,,
news-201711,2017-11,親苑時報 2017年11月號,2017-11-01,https://drive.google.com/file/d/1KPexRtCh5ruA0vnqwc10XzoY2_zBSYk8/view,https://drive.google.com/thumbnail?id=1KPexRtCh5ruA0vnqwc10XzoY2_zBSYk8&sz=w700,104,,
news-201710,2017-10,親苑時報 2017年10月號,2017-10-01,https://drive.google.com/file/d/1_bMrX5P544vlqUygSpYYevFUDCt9dK68/view,https://drive.google.com/thumbnail?id=1_bMrX5P544vlqUygSpYYevFUDCt9dK68&sz=w700,105,,
news-201709,2017-09,親苑時報 2017年9月號,2017-09-01,https://drive.google.com/file/d/1dL13kuqGILh6md-YhLTMigl3qcVhRlHl/view,https://drive.google.com/thumbnail?id=1dL13kuqGILh6md-YhLTMigl3qcVhRlHl&sz=w700,106,,
news-201708,2017-08,親苑時報 2017年8月號,2017-08-01,https://drive.google.com/file/d/1fV-_VXBy5Q1nuEjYvUuUzost5ZBlvbpR/view,https://drive.google.com/thumbnail?id=1fV-_VXBy5Q1nuEjYvUuUzost5ZBlvbpR&sz=w700,107,,
news-201707,2017-07,親苑時報 2017年7月號,2017-07-01,https://drive.google.com/file/d/1ITk5Yg4oWk_ZOFkX0sBnYJlm7LfsfAdc/view,https://drive.google.com/thumbnail?id=1ITk5Yg4oWk_ZOFkX0sBnYJlm7LfsfAdc&sz=w700,108,,
news-201706,2017-06,親苑時報 2017年6月號,2017-06-01,https://drive.google.com/file/d/1uYv6ppOssaBEo3eP50uVMxP9O5GOrtxW/view,https://drive.google.com/thumbnail?id=1uYv6ppOssaBEo3eP50uVMxP9O5GOrtxW&sz=w700,109,,
news-201705,2017-05,親苑時報 2017年5月號,2017-05-01,https://drive.google.com/file/d/1c0CD2rEfzYtQMNcq-b5SgRVLCPuTLz8p/view,https://drive.google.com/thumbnail?id=1c0CD2rEfzYtQMNcq-b5SgRVLCPuTLz8p&sz=w700,110,,
news-201704,2017-04,親苑時報 2017年4月號,2017-04-01,https://drive.google.com/file/d/1VBqoDFzTYjyFXmhe2t3Uc2Q4Gx0NdCMm/view,https://drive.google.com/thumbnail?id=1VBqoDFzTYjyFXmhe2t3Uc2Q4Gx0NdCMm&sz=w700,111,,
news-201703,2017-03,親苑時報 2017年3月號,2017-03-01,https://drive.google.com/file/d/1J2Z90JLvtiUvxrv-UEMtPtGKuPveD1PF/view,https://drive.google.com/thumbnail?id=1J2Z90JLvtiUvxrv-UEMtPtGKuPveD1PF&sz=w700,112,,
news-201702,2017-02,親苑時報 2017年2月號,2017-02-01,https://drive.google.com/file/d/1TbtKCjMoCy2zog0cnpi0syO6br9YH4l_/view,https://drive.google.com/thumbnail?id=1TbtKCjMoCy2zog0cnpi0syO6br9YH4l_&sz=w700,113,,
news-201701,2017-01,親苑時報 2017年1月號,2017-01-01,https://drive.google.com/file/d/1TMh7ILv-aeoFiB1CazexsMliB3CkQY4y/view,https://drive.google.com/thumbnail?id=1TMh7ILv-aeoFiB1CazexsMliB3CkQY4y&sz=w700,114,,
